review_priority,supplier_item_id,source_row_number,normalised_brand,candidate_original_name,supplier_clone_name,supplier_code,flags,required_action
Medium,SUP-20260426-01072,1089,Singles Notes,Chamomile Oil,,240883,possible_raw_material_or_single_note; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01073,1090,Singles Notes,Orange Oil,,240364,possible_raw_material_or_single_note; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01074,1091,Singles Notes,Grapefruit Oil,,240365,possible_raw_material_or_single_note; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01075,1092,Singles Notes,Cinnamon Oil,,240367,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01076,1093,Singles Notes,Clove Oil,,240368,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01077,1094,Singles Notes,Clary Sage,,3000274,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01078,1095,Singles Notes,Pepper Mint Oil,,240453,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01079,1096,Singles Notes,Neroli,,240455,possible_raw_material_or_single_note; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01080,1097,Singles Notes,Patchouly & Vetiver,,240457,possible_raw_material_or_single_note; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01081,1098,Singles Notes,Vetiver Oil,,3000275,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01090,1107,Ex Nihilo,Amber Sky,Balsamic Heaven,503555,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01091,1108,Ex Nihilo,Citizen X,Thriller,339452,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01092,1109,Ex Nihilo,Fleur Narcotique,Fleur Narcotique,240096,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01093,1110,Ex Nihilo,Fleur Narcotique,Alasko,502536,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01094,1111,Ex Nihilo,Fleur Narcotique,Alasko,502536-T,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01095,1112,Ex Nihilo,French Affair,Napoleon,503471,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01096,1113,Ex Nihilo,Love Shot,Cupid Arrow,461200-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01097,1114,Ex Nihilo,Sublime Essence OUD,Gentle Wood,339467,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01098,1115,Ex Nihilo,Sweet Morphine,Dulcet Desire,339198,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01099,1116,Ex Nihilo,Venenum Kiss,Lordi,503527,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01100,1117,Ex Nihilo,Vetiver Moloko,Silky Way,233998,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01101,1118,Ex Nihilo,Fleur Narcotique Love,Alasko In Red,503779,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01102,1119,Ex Nihilo,Fleur Narcotique Blossom,Alasko Of Calabria,503892,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01103,1120,Ex Nihilo,Emerald Royals,Beryll,503994-T,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01104,1121,Ex Nihilo,Fleur Narcotique Extrait De,Alasko Of Lorraine,504017-T,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01105,1122,Ex Nihilo,Venenum Kiss,Lordi,503527-T,lz_clone_name; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01106,1123,Ex Nihilo,Idle Hour,Time For Myself,504059-T,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01107,1124,Ex Nihilo,Santal Calling,Bios Lacte,580279,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01122,1139,Febrej,Brut,Blaine,237906-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01125,1142,Fidji,Fidji,,3000282,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01126,1143,Glaxolide,Glaxolide,,2779,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01127,1144,Iso E Super,Iso E,,2780,possible_raw_material_or_single_note; super,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
High,SUP-20260426-01128,1145,Fixative,Fixative,,2778,duplicate_supplier_code; possible_raw_material_or_single_note; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
High,SUP-20260426-01129,1146,Fixative,Fixative,,2777,duplicate_supplier_code; possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01130,1147,Floraiku,One Umbrella For Two,Parason,354015,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01131,1148,Fly Emirates,Fly Emirates,Lemon Scent,462387,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01140,1157,Fragrance One,Office For Men,,240519,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01142,1160,Franck Boclet,Cocaine Luzi,Yeyo,503597,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01143,1161,Franck Boclet,Sugar,Just Sweet,233780,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01145,1163,Franck Olivier,Amber,Oriental Paris,260933,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01146,1164,Franck Olivier,Giorgia Midnight,Party In Paris,461650,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01147,1165,Franck Olivier,Giorgia Women,Day In Paris,339678,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01148,1166,Franck Olivier,OUD Touch,OUD Temptation,339061,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01149,1167,Franck Olivier,Sun Java Intense,Gigolo In Paris,503660,intense; lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01155,1173,Frederic Malle,Uncut Gem,Charismatic Jeweler,2340000-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01156,1174,Frederic Malle,Rose Tonnerre,Strom Of Flowers,680351-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01157,1175,Frederic Malle,Lipstick Rose,Handbag Essential,503675,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01158,1176,Frederic Malle,Promise,Waead,461637,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01159,1177,Frederic Malle,Promise,Waead,461637-C,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01160,1178,Frederic Malle,The Moon,The Eagle Has Landed,461680-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01161,1179,Frederic Malle,The Moon,The Eagle Has Landed,461680-B,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01162,1180,Frederic Malle,The Night,Moonlight,232934-T,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01163,1181,Frederic Malle,Portrait Of A Lady,Mona Lisa,502534,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01167,1185,Fruit Dukhan,Fruit Dukhan,Yellow Fruit Dukhan,354180,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01170,1188,Fruity,Mango/luzi,Mangos,943514-B,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01180,1198,Fruity,Masmoom / Fawakie,,240780,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01182,1200,Fruity,Pineapple,,240462,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01192,1210,Gisada,Ambassador Men,,240768,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01198,1216,Giardini Di,Bianco Latte,,240521,super,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01201,1219,Giorgio Armani,Rose Milano Soie De Nacre,Perfect Symphony,701859-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01202,1220,Genym,Painter,,240632,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01210,1228,Gissah,Akoya,,240686,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01211,1229,Gissah,Akoya,,250001,super,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01220,1239,Gissah,Imperial Velley,Imperial Valley,240092,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01221,1240,Gissah,Imperial Valley,,240981,super,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01222,1241,Gissah,One & Only,,240616,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01224,1243,Gissah,Calabria,Calab Ys,344149-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01228,1247,Givaudan,Banafsay,Bandana,349459,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01237,1256,Givenchy,Amarige,Concord,921732,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01239,1258,Givenchy,L' Interdit ( 2018 ),Temptation,233637,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01240,1259,Givenchy,Amarige,"Romance, Sensuality",353434,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01241,1260,Givenchy,L'interdit Eau De Parfum,Strong Temptation,233443,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01243,1262,Givenchy,L' Interdit EDP Rouge,Prohibited Passion,503923,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01244,1263,Givenchy,Gentleman,Gentleman,240105,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01254,1273,Golden Dust,Golden Dust,,250434,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01255,1274,Golden Dust,Golden Dust,Golden Dust,342245,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01262,1281,Gritti,Tutu,Marble Queen,462343,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
